index,directory_path,r_aufl,wms_ad,layer,layer2,wms_ad_meta,layer_meta,meta_calc,wms_calc,state
0,W:\2024_BfN_Naturerbe\Prozessierung\Datenbeschaffung\historische_BB,0.2,https://isk.geobasis-bb.de/mapproxy/dop20_2005-2010/service/wms?request=GetCapabilities&service=WMS,dop20_bebb_2005-2010_farbe,None,https://isk.geobasis-bb.de/ows/aktualitaeten_wms?,bb_dop-05-10_info,True,False,BB_history
1,W:\2024_BfN_Naturerbe\Prozessierung\Datenbeschaffung\historische_BB,0.2,https://isk.geobasis-bb.de/mapproxy/dop20_2009-2012/service/wms?request=GetCapabilities&service=WMS,dop20_bebb_2009-2012_farbe,None,https://isk.geobasis-bb.de/ows/aktualitaeten_wms?,bb_dop-09-12_info,True,False,BB_history
2,W:\2024_BfN_Naturerbe\Prozessierung\Datenbeschaffung\historische_BB,0.2,https://isk.geobasis-bb.de/mapproxy/dop20_2013-2015/service/wms?request=GetCapabilities&service=WMS,dop20_bebb_2013-2015_farbe,None,https://isk.geobasis-bb.de/ows/aktualitaeten_wms?,bb_dop-13-15_info,True,False,BB_history
3,W:\2024_BfN_Naturerbe\Prozessierung\Datenbeschaffung\historische_BB,0.2,https://isk.geobasis-bb.de/mapproxy/dop20_2016-2018/service/wms?request=GetCapabilities&service=WMS,dop20_bebb_2016-2018_farbe,None,https://isk.geobasis-bb.de/ows/aktualitaeten_wms?,bb_dop-16-18_info,True,False,BB_history
4,W:\2024_BfN_Naturerbe\Prozessierung\Datenbeschaffung\historische_BB,0.2,https://isk.geobasis-bb.de/mapproxy/dop20_2019_2021/service/wms?request=GetCapabilities&service=WMS,dop20_bebb_2019_2021_farbe,None,https://isk.geobasis-bb.de/ows/aktualitaeten_wms?,bb_dop-19-21_info,True,False,BB_history
